Batsman,Batsman_Name,Bowler,Bowler_Name,Commentary,Detail,Dismissed,Id,Isball,Isboundary,Iswicket,Over,Runs,Timestamp
61831,Soumya Sarkar,5132,Bhuvneshwar Kumar,"Good length ball on middle, Sarkar defends it off the front foot.",,,15,True,,,2.1,0,2019-07-02 13:56:25
3903,Tamim Iqbal,63755,Jasprit Bumrah,"FOUR! Comes 'round the wicket and serves it on a length outside off. Bumrah, on this occasion is guilty of giving Tamim width to play with. Tamim accepts the invitation and cuts it through point for a boundary. Expensive start for Bumrah. 8 runs off his first.",,,14,True,1,,1.6,4,2019-07-02 13:55:29
3903,Tamim Iqbal,63755,Jasprit Bumrah,"Corrects his line and bowls it on off, Tamim blocks it.",,,13,True,,,1.5,0,2019-07-02 13:54:44
3903,Tamim Iqbal,63755,Jasprit Bumrah,"FOUR! First one of the innings! It is full on the pads, Tamim plays a gorgeous flick shot through mid-wicket to get the first boundary.",,,12,True,1,,1.4,4,2019-07-02 13:54:10
3903,Tamim Iqbal,63755,Jasprit Bumrah,"Hits the deck hard on a length, Tamim confidently defends it.",,,11,True,,,1.3,0,2019-07-02 13:53:28
3903,Tamim Iqbal,63755,Jasprit Bumrah,"Good length ball on off, Tamim defends it off the front foot.",,,10,True,,,1.2,0,2019-07-02 13:52:52
3903,Tamim Iqbal,63755,Jasprit Bumrah,"Fuller on middle, Tamim pushes it to mid on.",,,9,True,,,1.1,0,2019-07-02 13:52:39
61831,Soumya Sarkar,5132,Bhuvneshwar Kumar,"Beauty to finish. This one comes in and comes in a lot. It is pitched on off, Sarkar looks to play it but it comes in so much that it hits him on his pad. Tidy start. Just a run off the first over. Tamim looks to be in the mood in his 200th ODI.",,,7,True,,,0.6,0,2019-07-02 13:51:11
61831,Soumya Sarkar,5132,Bhuvneshwar Kumar,Way outside off. This is the one which goes away from the left-hander. It is just inside the tramline. Soumya initially looks to play at it but misses.,,,6,True,,,0.5,0,2019-07-02 13:50:52
3903,Tamim Iqbal,5132,Bhuvneshwar Kumar,"The chase is off the mark. Full outside off, Tamim looks to drive but it goes off the outer half of his bat towards third man for a single.",,,5,True,,,0.4,1,2019-07-02 13:49:53
3903,Tamim Iqbal,5132,Bhuvneshwar Kumar,"Flash and miss. It is on the fifth stump line, Tamim throws his bat at it but does not connect.",,,4,True,,,0.3,0,2019-07-02 13:49:13
3903,Tamim Iqbal,5132,Bhuvneshwar Kumar,"Now bowls it closer to the body, Tamim tucks it to the man at mid-wicket.",,,3,True,,,0.2,0,2019-07-02 13:48:44
3903,Tamim Iqbal,5132,Bhuvneshwar Kumar,"Bhuvneshwar starts with a length ball outside off, Tamim does not go after it and lets it carry to the keeper.",,,2,True,,,0.1,0,2019-07-02 13:48:17
