Date,Time,CO(GT),PT08.S1(CO),NMHC(GT)
08/04/2004,19.00.00,6,3,1618
08/04/2004,20.00.00,4,3,1319
08/04/2004,21.00.00,1,6,1045
08/04/2004,22.00.00,1,4,1058
08/04/2004,23.00.00,2,-200,137
09/04/2004,00.00.00,2,4,-200
09/04/2004,01.00.00,1,8,-200
09/04/2004,02.00.00,1,-200,80
09/04/2004,03.00.00,1,-200,66
09/04/2004,04.00.00,1,-200,87
09/04/2004,05.00.00,0,9,-200
09/04/2004,06.00.00,1,5,-200
09/04/2004,07.00.00,2,6,-200
09/04/2004,08.00.00,2,9,-200
09/04/2004,09.00.00,2,7,-200
09/04/2004,10.00.00,2,4,-200
09/04/2004,11.00.00,2,6,-200
09/04/2004,12.00.00,4,1,-200
09/04/2004,13.00.00,4,3,-200
09/04/2004,14.00.00,2,2,-200
09/04/2004,15.00.00,3,4,-200
09/04/2004,16.00.00,3,6,-200
09/04/2004,17.00.00,2,5,-200
09/04/2004,18.00.00,2,8,-200
09/04/2004,19.00.00,3,4,-200
09/04/2004,20.00.00,3,-200,234
09/04/2004,21.00.00,2,1,-200
09/04/2004,22.00.00,2,4,-200
09/04/2004,23.00.00,2,3,1176
10/04/2004,00.00.00,1,3,1047
10/04/2004,01.00.00,1,7,1116
10/04/2004,02.00.00,1,7,1074
10/04/2004,03.00.00,1,922,65
10/04/2004,04.00.00,0,8,898
10/04/2004,05.00.00,1,970,89
10/04/2004,06.00.00,1,4,1073
10/04/2004,07.00.00,1,7,1081
10/04/2004,08.00.00,2,1159,167
10/04/2004,09.00.00,2,1112,157
10/04/2004,10.00.00,1,9,1112
10/04/2004,11.00.00,2,1,1063
10/04/2004,12.00.00,1,8,1032
10/04/2004,13.00.00,1,5,936
10/04/2004,14.00.00,1,3,883
10/04/2004,15.00.00,1,4,942
10/04/2004,16.00.00,1,5,943
10/04/2004,17.00.00,1,7,1007
10/04/2004,18.00.00,2,1037,165
10/04/2004,19.00.00,2,5,1127
10/04/2004,20.00.00,2,4,1123
10/04/2004,21.00.00,2,1110,168
10/04/2004,22.00.00,2,9,1247
10/04/2004,23.00.00,2,5,1220
11/04/2004,00.00.00,1,4,1028
11/04/2004,01.00.00,1,2,978
11/04/2004,02.00.00,1,949,62
11/04/2004,03.00.00,1,910,66
11/04/2004,04.00.00,-200,863,49
11/04/2004,05.00.00,0,7,836
11/04/2004,06.00.00,0,8,856
11/04/2004,07.00.00,0,9,888
11/04/2004,08.00.00,1,1,912
11/04/2004,09.00.00,1,938,70
11/04/2004,10.00.00,1,6,1053
11/04/2004,11.00.00,1,8,1087
11/04/2004,12.00.00,2,6,1153
11/04/2004,13.00.00,1,1,894
11/04/2004,14.00.00,0,6,797
11/04/2004,15.00.00,0,9,854
11/04/2004,16.00.00,1,892,66
11/04/2004,17.00.00,1,2,935
11/04/2004,18.00.00,1,4,989
11/04/2004,19.00.00,2,1063,118
11/04/2004,20.00.00,1,1,922
11/04/2004,21.00.00,1,1,925
11/04/2004,22.00.00,1,1,924
11/04/2004,23.00.00,1,1,914
12/04/2004,00.00.00,0,7,840
12/04/2004,01.00.00,0,6,799
12/04/2004,02.00.00,0,7,856
12/04/2004,03.00.00,0,6,830
12/04/2004,04.00.00,0,3,753
12/04/2004,05.00.00,0,3,785
12/04/2004,06.00.00,0,4,835
12/04/2004,07.00.00,0,5,865
12/04/2004,08.00.00,0,6,922
12/04/2004,09.00.00,0,8,975
12/04/2004,10.00.00,1,1040,55
12/04/2004,11.00.00,1,3,1115
12/04/2004,12.00.00,1,1,1004
12/04/2004,13.00.00,0,6,895
12/04/2004,14.00.00,0,7,917
12/04/2004,15.00.00,1,2,1025
12/04/2004,16.00.00,1,4,1035
12/04/2004,17.00.00,1,2,1025
12/04/2004,18.00.00,1,3,1040
12/04/2004,19.00.00,1,8,1070
12/04/2004,20.00.00,1,2,964
12/04/2004,21.00.00,0,8,904
12/04/2004,22.00.00,0,8,913
12/04/2004,23.00.00,0,8,914
13/04/2004,00.00.00,0,7,893
13/04/2004,01.00.00,0,5,844
13/04/2004,02.00.00,0,3,837
13/04/2004,03.00.00,0,4,868
13/04/2004,04.00.00,0,3,825
13/04/2004,05.00.00,0,7,956
13/04/2004,06.00.00,1,6,1124
13/04/2004,07.00.00,3,9,1496
13/04/2004,08.00.00,4,5,1452
13/04/2004,09.00.00,2,7,1172
13/04/2004,10.00.00,1,6,1020
13/04/2004,11.00.00,1,6,1044
13/04/2004,12.00.00,1,6,1020
13/04/2004,13.00.00,1,5,1009
13/04/2004,14.00.00,1,8,1073
13/04/2004,15.00.00,2,1,1098
13/04/2004,16.00.00,1,7,1061
13/04/2004,17.00.00,3,1289,425
13/04/2004,18.00.00,4,6,1442
13/04/2004,19.00.00,5,1479,680
13/04/2004,20.00.00,3,5,1266
13/04/2004,21.00.00,2,1,1149
13/04/2004,22.00.00,2,1,1168
13/04/2004,23.00.00,1,5,1079
14/04/2004,00.00.00,1,1,1047
14/04/2004,01.00.00,0,9,936
14/04/2004,02.00.00,0,7,900
14/04/2004,03.00.00,0,4,839
14/04/2004,04.00.00,-200,840,40
14/04/2004,05.00.00,0,9,905
14/04/2004,06.00.00,1,6,1079
14/04/2004,07.00.00,3,9,1417
14/04/2004,08.00.00,5,1529,836
14/04/2004,09.00.00,4,3,1397
14/04/2004,10.00.00,2,7,1214
14/04/2004,11.00.00,2,1,1109
14/04/2004,12.00.00,2,1,1122
14/04/2004,13.00.00,-200,1094,-200
14/04/2004,14.00.00,-200,1164,-200
14/04/2004,15.00.00,-200,1188,-200
14/04/2004,16.00.00,-200,1098,-200
14/04/2004,17.00.00,-200,1180,-200
14/04/2004,18.00.00,-200,1195,-200
14/04/2004,19.00.00,-200,1234,-200
14/04/2004,20.00.00,-200,1425,-200
14/04/2004,21.00.00,-200,1320,-200
14/04/2004,22.00.00,-200,1158,-200
14/04/2004,23.00.00,-200,1060,-200
15/04/2004,00.00.00,-200,1036,-200
15/04/2004,01.00.00,-200,943,-200
15/04/2004,02.00.00,-200,899,-200
15/04/2004,03.00.00,-200,889,-200
15/04/2004,04.00.00,-200,847,-200
15/04/2004,05.00.00,-200,918,-200
15/04/2004,06.00.00,-200,1105,-200
15/04/2004,07.00.00,-200,1491,-200
15/04/2004,08.00.00,-200,1508,-200
15/04/2004,09.00.00,3,9,1489
15/04/2004,10.00.00,3,8,1451
15/04/2004,11.00.00,3,8,1454
15/04/2004,12.00.00,3,9,1392
15/04/2004,13.00.00,3,5,1351
15/04/2004,14.00.00,4,1418,542
15/04/2004,15.00.00,3,1303,437
15/04/2004,16.00.00,3,1,1292
15/04/2004,17.00.00,5,2,1560
15/04/2004,18.00.00,5,9,1765
15/04/2004,19.00.00,7,3,1875
15/04/2004,20.00.00,6,1,1746
15/04/2004,21.00.00,4,6,1607
15/04/2004,22.00.00,2,5,1277
15/04/2004,23.00.00,2,2,1207
16/04/2004,00.00.00,2,1209,114
16/04/2004,01.00.00,1,9,1189
16/04/2004,02.00.00,1,6,1132
16/04/2004,03.00.00,1,974,68
16/04/2004,04.00.00,1,1033,70
16/04/2004,05.00.00,1,2,1075
16/04/2004,06.00.00,2,1242,179
16/04/2004,07.00.00,4,5,1657
16/04/2004,08.00.00,4,1,1406
16/04/2004,09.00.00,2,6,1150
16/04/2004,10.00.00,2,3,1184
16/04/2004,11.00.00,2,6,1223
16/04/2004,12.00.00,2,4,1196
16/04/2004,13.00.00,4,3,1559
16/04/2004,14.00.00,4,6,1544
16/04/2004,15.00.00,4,1485,449
16/04/2004,16.00.00,4,7,1498
16/04/2004,17.00.00,5,7,1593
16/04/2004,18.00.00,5,2,1529
16/04/2004,19.00.00,6,4,1689
16/04/2004,20.00.00,6,1535,706
16/04/2004,21.00.00,3,4,1304
16/04/2004,22.00.00,2,7,1235
16/04/2004,23.00.00,3,1,1281
17/04/2004,00.00.00,2,6,1167
17/04/2004,01.00.00,2,2,1134
17/04/2004,02.00.00,1,9,1100
17/04/2004,03.00.00,-200,1057,-200
17/04/2004,04.00.00,-200,902,-200
17/04/2004,05.00.00,-200,982,-200
17/04/2004,06.00.00,-200,997,-200
17/04/2004,07.00.00,-200,1141,-200
17/04/2004,08.00.00,-200,1163,-200
17/04/2004,09.00.00,-200,1107,-200
17/04/2004,10.00.00,-200,1228,-200
17/04/2004,11.00.00,-200,1033,-200
17/04/2004,12.00.00,-200,984,-200
17/04/2004,13.00.00,-200,1066,-200
17/04/2004,14.00.00,-200,926,-200
17/04/2004,15.00.00,-200,979,-200
17/04/2004,16.00.00,-200,993,-200
17/04/2004,17.00.00,-200,970,-200
17/04/2004,18.00.00,-200,997,-200
17/04/2004,19.00.00,-200,1097,-200
17/04/2004,20.00.00,-200,1105,-200
17/04/2004,21.00.00,-200,993,-200
17/04/2004,22.00.00,-200,1136,-200
17/04/2004,23.00.00,-200,1297,-200
18/04/2004,00.00.00,-200,1110,-200
18/04/2004,01.00.00,-200,1027,-200
18/04/2004,02.00.00,-200,1024,-200
18/04/2004,03.00.00,-200,992,-200
18/04/2004,04.00.00,-200,929,-200
18/04/2004,05.00.00,-200,892,-200
18/04/2004,06.00.00,-200,895,-200
18/04/2004,07.00.00,-200,915,-200
18/04/2004,08.00.00,-200,947,-200
18/04/2004,09.00.00,-200,1032,-200
18/04/2004,10.00.00,-200,1219,-200
18/04/2004,11.00.00,-200,1217,-200
18/04/2004,12.00.00,-200,1097,-200
18/04/2004,13.00.00,-200,938,-200
18/04/2004,14.00.00,-200,944,-200
18/04/2004,15.00.00,-200,1139,-200
18/04/2004,16.00.00,-200,1163,-200
18/04/2004,17.00.00,-200,1157,-200
18/04/2004,18.00.00,-200,1154,-200
18/04/2004,19.00.00,-200,1342,-200
18/04/2004,20.00.00,-200,1178,-200
18/04/2004,21.00.00,-200,1152,-200
18/04/2004,22.00.00,-200,1078,-200
18/04/2004,23.00.00,-200,1167,-200
19/04/2004,00.00.00,-200,1111,-200
19/04/2004,01.00.00,-200,988,-200
19/04/2004,02.00.00,-200,917,-200
19/04/2004,03.00.00,-200,850,-200
19/04/2004,04.00.00,-200,885,-200
19/04/2004,05.00.00,-200,888,-200
19/04/2004,06.00.00,-200,1101,-200
19/04/2004,07.00.00,-200,1399,-200
19/04/2004,08.00.00,-200,1325,-200
19/04/2004,09.00.00,-200,1058,-200
19/04/2004,10.00.00,-200,990,-200
19/04/2004,11.00.00,-200,1018,-200
19/04/2004,12.00.00,-200,1105,-200
19/04/2004,13.00.00,-200,1194,-200
19/04/2004,14.00.00,-200,1088,-200
19/04/2004,15.00.00,-200,1084,-200
19/04/2004,16.00.00,-200,1207,-200
19/04/2004,17.00.00,-200,1186,-200
19/04/2004,18.00.00,-200,1053,-200
19/04/2004,19.00.00,-200,1032,-200
19/04/2004,20.00.00,-200,989,-200
19/04/2004,21.00.00,-200,930,-200
19/04/2004,22.00.00,-200,951,-200
19/04/2004,23.00.00,-200,985,-200
20/04/2004,00.00.00,-200,937,-200
20/04/2004,01.00.00,-200,887,-200
20/04/2004,02.00.00,-200,806,-200
20/04/2004,03.00.00,-200,771,-200
20/04/2004,04.00.00,-200,802,-200
20/04/2004,05.00.00,-200,878,-200
20/04/2004,06.00.00,-200,1070,-200
20/04/2004,07.00.00,-200,1430,-200
20/04/2004,08.00.00,-200,1565,-200
20/04/2004,09.00.00,-200,1365,-200
20/04/2004,10.00.00,-200,1348,-200
20/04/2004,11.00.00,-200,1311,-200
20/04/2004,12.00.00,-200,1302,-200
20/04/2004,13.00.00,-200,1250,-200
20/04/2004,14.00.00,-200,1083,-200
20/04/2004,15.00.00,-200,1005,-200
20/04/2004,16.00.00,-200,1129,-200
20/04/2004,17.00.00,-200,1327,-200
20/04/2004,18.00.00,-200,1428,-200
20/04/2004,19.00.00,-200,1426,-200
20/04/2004,20.00.00,-200,1310,-200
20/04/2004,21.00.00,-200,1114,-200
20/04/2004,22.00.00,-200,991,-200
20/04/2004,23.00.00,-200,1089,-200
21/04/2004,00.00.00,-200,911,-200
21/04/2004,01.00.00,-200,1005,-200
21/04/2004,02.00.00,-200,863,-200
21/04/2004,03.00.00,-200,857,-200
21/04/2004,04.00.00,-200,804,-200
21/04/2004,05.00.00,-200,871,-200
21/04/2004,06.00.00,-200,1035,-200
21/04/2004,07.00.00,-200,1513,-200
21/04/2004,08.00.00,-200,1726,-200
21/04/2004,09.00.00,-200,1396,-200
21/04/2004,10.00.00,-200,1333,-200
21/04/2004,11.00.00,-200,1161,-200
21/04/2004,12.00.00,-200,1081,-200
21/04/2004,13.00.00,-200,1075,-200
21/04/2004,14.00.00,-200,1055,-200
21/04/2004,15.00.00,-200,1053,-200
21/04/2004,16.00.00,-200,1087,-200
21/04/2004,17.00.00,-200,1304,-200
21/04/2004,18.00.00,-200,1625,-200
21/04/2004,19.00.00,-200,1649,-200
21/04/2004,20.00.00,-200,1443,-200
21/04/2004,21.00.00,-200,1209,-200
21/04/2004,22.00.00,-200,1105,-200
21/04/2004,23.00.00,-200,1020,-200
22/04/2004,00.00.00,-200,991,-200
22/04/2004,01.00.00,-200,937,-200
22/04/2004,02.00.00,-200,882,-200
22/04/2004,03.00.00,-200,843,-200
22/04/2004,04.00.00,-200,819,-200
22/04/2004,05.00.00,-200,834,-200
22/04/2004,06.00.00,-200,977,-200
22/04/2004,07.00.00,-200,1234,-200
22/04/2004,08.00.00,-200,1403,-200
22/04/2004,09.00.00,-200,1538,-200
22/04/2004,10.00.00,-200,1343,-200
22/04/2004,11.00.00,-200,1243,-200
22/04/2004,12.00.00,-200,1201,-200
22/04/2004,13.00.00,-200,1121,-200
22/04/2004,14.00.00,-200,1087,-200
22/04/2004,15.00.00,-200,1165,-200
22/04/2004,16.00.00,-200,1224,-200
22/04/2004,17.00.00,-200,1431,-200
22/04/2004,18.00.00,-200,1433,-200
22/04/2004,19.00.00,-200,1527,-200
22/04/2004,20.00.00,-200,1387,-200
22/04/2004,21.00.00,-200,1158,-200
22/04/2004,22.00.00,-200,1009,-200
22/04/2004,23.00.00,-200,1026,-200
23/04/2004,00.00.00,-200,1119,-200
23/04/2004,01.00.00,-200,1000,-200
23/04/2004,02.00.00,-200,866,-200
23/04/2004,03.00.00,-200,848,-200
23/04/2004,04.00.00,-200,844,-200
23/04/2004,05.00.00,0,6,852
23/04/2004,06.00.00,0,8,923
23/04/2004,07.00.00,4,1490,452
23/04/2004,08.00.00,5,6,1662
23/04/2004,09.00.00,5,1553,759
23/04/2004,10.00.00,3,2,1423
23/04/2004,11.00.00,3,8,1458
23/04/2004,12.00.00,3,3,1349
23/04/2004,13.00.00,3,1326,468
23/04/2004,14.00.00,3,2,1356
23/04/2004,15.00.00,4,4,1460
23/04/2004,16.00.00,4,6,1497
23/04/2004,17.00.00,5,2,1645
23/04/2004,18.00.00,4,8,1557
23/04/2004,19.00.00,5,6,1747
23/04/2004,20.00.00,4,6,1482
23/04/2004,21.00.00,1,8,1211
23/04/2004,22.00.00,2,2,1294
23/04/2004,23.00.00,2,1300,204
24/04/2004,00.00.00,2,8,1402
24/04/2004,01.00.00,2,6,1349
24/04/2004,02.00.00,1,8,1161
24/04/2004,03.00.00,1,1,1022
24/04/2004,04.00.00,-200,948,55
24/04/2004,05.00.00,0,7,933
24/04/2004,06.00.00,0,9,1021
24/04/2004,07.00.00,1,5,1134
24/04/2004,08.00.00,2,5,1311
24/04/2004,09.00.00,3,1409,415
24/04/2004,10.00.00,2,6,1301
24/04/2004,11.00.00,2,6,1354
24/04/2004,12.00.00,2,6,1391
24/04/2004,13.00.00,1,9,1200
24/04/2004,14.00.00,2,1338,215
24/04/2004,15.00.00,1,7,1223
24/04/2004,16.00.00,1,9,1278
24/04/2004,17.00.00,1,8,1257
24/04/2004,18.00.00,2,8,1497
24/04/2004,19.00.00,3,5,1567
24/04/2004,20.00.00,3,4,1503
24/04/2004,21.00.00,2,1169,202
24/04/2004,22.00.00,1,1,1007
24/04/2004,23.00.00,1,3,1004
25/04/2004,00.00.00,1,2,967
25/04/2004,01.00.00,1,3,984
25/04/2004,02.00.00,1,931,61
25/04/2004,03.00.00,1,3,966
25/04/2004,04.00.00,-200,777,40
25/04/2004,05.00.00,0,3,763
25/04/2004,06.00.00,0,5,804
25/04/2004,07.00.00,0,6,830
25/04/2004,08.00.00,0,6,833
25/04/2004,09.00.00,0,8,875
25/04/2004,10.00.00,1,882,44
25/04/2004,11.00.00,0,9,862
25/04/2004,12.00.00,1,863,66
25/04/2004,13.00.00,0,8,830
25/04/2004,14.00.00,0,7,807
25/04/2004,15.00.00,0,9,873
25/04/2004,16.00.00,1,3,931
25/04/2004,17.00.00,1,4,918
25/04/2004,18.00.00,1,5,1001
25/04/2004,19.00.00,2,7,1169
25/04/2004,20.00.00,2,5,1085
25/04/2004,21.00.00,1,4,940
25/04/2004,22.00.00,2,8,1126
25/04/2004,23.00.00,2,1,978
26/04/2004,00.00.00,1,1,893
26/04/2004,01.00.00,0,7,838
26/04/2004,02.00.00,0,4,803
26/04/2004,03.00.00,0,3,775
26/04/2004,04.00.00,-200,767,17
26/04/2004,05.00.00,0,4,809
26/04/2004,06.00.00,0,8,898
26/04/2004,07.00.00,1,9,1053
26/04/2004,08.00.00,2,1,1033
26/04/2004,09.00.00,1,4,941
26/04/2004,10.00.00,1,4,941
26/04/2004,11.00.00,1,3,917
26/04/2004,12.00.00,1,5,977
26/04/2004,13.00.00,1,6,994
26/04/2004,14.00.00,1,3,942
26/04/2004,15.00.00,1,4,981
26/04/2004,16.00.00,1,5,984
26/04/2004,17.00.00,2,2,1116
26/04/2004,18.00.00,3,2,1181
26/04/2004,19.00.00,3,1163,334
26/04/2004,20.00.00,2,6,1081
26/04/2004,21.00.00,1,6,1017
26/04/2004,22.00.00,1,5,966
26/04/2004,23.00.00,1,2,924
27/04/2004,00.00.00,0,8,861
27/04/2004,01.00.00,0,7,826
27/04/2004,02.00.00,0,5,846
27/04/2004,03.00.00,0,5,842
27/04/2004,04.00.00,-200,909,41
27/04/2004,05.00.00,0,7,930
27/04/2004,06.00.00,1,4,1120
27/04/2004,07.00.00,4,1,1518
27/04/2004,08.00.00,4,6,1461
27/04/2004,09.00.00,1,9,1075
27/04/2004,10.00.00,1,9,1061
27/04/2004,11.00.00,1,7,1066
27/04/2004,12.00.00,2,4,1179
27/04/2004,13.00.00,3,1251,411
27/04/2004,14.00.00,2,1120,173
27/04/2004,15.00.00,2,7,1187
27/04/2004,16.00.00,2,2,1145
27/04/2004,17.00.00,2,9,1215
27/04/2004,18.00.00,3,4,1317
27/04/2004,19.00.00,3,9,1388
27/04/2004,20.00.00,3,6,1295
27/04/2004,21.00.00,2,5,1153
27/04/2004,22.00.00,1,8,1078
27/04/2004,23.00.00,2,1133,203
28/04/2004,00.00.00,1,3,1055
28/04/2004,01.00.00,1,953,86
28/04/2004,02.00.00,0,6,892
28/04/2004,03.00.00,0,6,895
28/04/2004,04.00.00,-200,859,35
28/04/2004,05.00.00,0,5,856
28/04/2004,06.00.00,1,1,1030
28/04/2004,07.00.00,5,5,1689
28/04/2004,08.00.00,4,2,1486
28/04/2004,09.00.00,4,6,1592
28/04/2004,10.00.00,3,4,1469
28/04/2004,11.00.00,2,8,1364
28/04/2004,12.00.00,2,5,1285
28/04/2004,13.00.00,2,4,1311
28/04/2004,14.00.00,3,2,1416
28/04/2004,15.00.00,3,5,1387
28/04/2004,16.00.00,2,9,1329
28/04/2004,17.00.00,3,6,1496
28/04/2004,18.00.00,4,8,1676
28/04/2004,19.00.00,5,4,1724
28/04/2004,20.00.00,5,3,1642
28/04/2004,21.00.00,2,7,1267
28/04/2004,22.00.00,1,4,1146
28/04/2004,23.00.00,1,6,1216
29/04/2004,00.00.00,1,5,1128
29/04/2004,01.00.00,1,1042,84
29/04/2004,02.00.00,0,6,926
29/04/2004,03.00.00,0,4,898
29/04/2004,04.00.00,-200,889,40
29/04/2004,05.00.00,0,8,959
29/04/2004,06.00.00,1,5,1097
29/04/2004,07.00.00,4,9,1674
29/04/2004,08.00.00,7,2,1771
29/04/2004,09.00.00,3,5,1408
29/04/2004,10.00.00,2,1,1156
29/04/2004,11.00.00,1,5,1042
29/04/2004,12.00.00,2,1167,190
29/04/2004,13.00.00,3,8,1398
29/04/2004,14.00.00,3,4,1458
29/04/2004,15.00.00,4,4,1554
29/04/2004,16.00.00,3,9,1495
29/04/2004,17.00.00,4,9,1560
29/04/2004,18.00.00,5,4,1664
29/04/2004,19.00.00,6,5,1761
29/04/2004,20.00.00,4,3,1524
29/04/2004,21.00.00,2,9,1398
29/04/2004,22.00.00,2,7,1342
29/04/2004,23.00.00,2,8,1433
30/04/2004,00.00.00,2,3,1297
30/04/2004,01.00.00,1,7,1179
30/04/2004,02.00.00,1,2,1097
30/04/2004,03.00.00,1,1054,71
30/04/2004,04.00.00,-200,1017,59
30/04/2004,05.00.00,0,8,1005
30/04/2004,06.00.00,1,7,1206
30/04/2004,07.00.00,3,1458,345
30/04/2004,08.00.00,3,4,1405
30/04/2004,09.00.00,3,3,1381
30/04/2004,10.00.00,2,7,1315
30/04/2004,11.00.00,2,6,1332
30/04/2004,12.00.00,3,2,1362
30/04/2004,13.00.00,3,4,1399
30/04/2004,14.00.00,2,6,1310
30/04/2004,15.00.00,3,4,1399
30/04/2004,16.00.00,4,1524,365
30/04/2004,17.00.00,4,5,1487
30/04/2004,18.00.00,4,2,1480
30/04/2004,19.00.00,5,7,1626
30/04/2004,20.00.00,4,4,1449
30/04/2004,21.00.00,3,1,1363
30/04/2004,22.00.00,3,1371,212
30/04/2004,23.00.00,3,1,1406
01/05/2004,00.00.00,3,5,1425
01/05/2004,01.00.00,2,4,1179
01/05/2004,02.00.00,1,6,1047
01/05/2004,03.00.00,1,3,1009
01/05/2004,04.00.00,-200,882,-200
01/05/2004,05.00.00,0,6,858
01/05/2004,06.00.00,0,7,875
01/05/2004,07.00.00,1,2,1012
01/05/2004,08.00.00,1,5,1049
01/05/2004,09.00.00,1,8,1131
01/05/2004,10.00.00,2,1,1120
01/05/2004,11.00.00,1,9,1117
01/05/2004,12.00.00,2,1110,-200
01/05/2004,13.00.00,1,3,962
01/05/2004,14.00.00,1,3,963
01/05/2004,15.00.00,1,8,1050
01/05/2004,16.00.00,2,1053,-200
01/05/2004,17.00.00,1,8,1045
01/05/2004,18.00.00,2,4,1124
01/05/2004,19.00.00,4,1330,-200
01/05/2004,20.00.00,2,8,1171
01/05/2004,21.00.00,2,1085,-200
01/05/2004,22.00.00,3,6,1358
01/05/2004,23.00.00,3,7,1385
02/05/2004,00.00.00,2,3,1167
02/05/2004,01.00.00,1,8,1072
02/05/2004,02.00.00,0,9,938
02/05/2004,03.00.00,1,6,1000
02/05/2004,04.00.00,-200,854,-200
02/05/2004,05.00.00,0,6,815
02/05/2004,06.00.00,0,7,866
02/05/2004,07.00.00,0,8,911
02/05/2004,08.00.00,1,2,988
02/05/2004,09.00.00,1,4,1046
02/05/2004,10.00.00,1,6,1085
02/05/2004,11.00.00,1,3,1008
02/05/2004,12.00.00,1,3,1004
02/05/2004,13.00.00,1,1,948
02/05/2004,14.00.00,1,2,1026
02/05/2004,15.00.00,1,5,1047
02/05/2004,16.00.00,1,1,1018
02/05/2004,17.00.00,1,9,1160
02/05/2004,18.00.00,2,3,1269
02/05/2004,19.00.00,3,3,1394
02/05/2004,20.00.00,2,6,1292
02/05/2004,21.00.00,2,2,1212
02/05/2004,22.00.00,2,3,1137
02/05/2004,23.00.00,2,1080,-200
03/05/2004,00.00.00,1,6,1031
03/05/2004,01.00.00,0,8,917
03/05/2004,02.00.00,0,6,888
03/05/2004,03.00.00,0,4,872
03/05/2004,04.00.00,-200,876,-200
03/05/2004,05.00.00,0,7,964
03/05/2004,06.00.00,1,3,1147
03/05/2004,07.00.00,3,4,1493
03/05/2004,08.00.00,4,7,1597
03/05/2004,09.00.00,3,4,1483
03/05/2004,10.00.00,2,5,1222
03/05/2004,11.00.00,2,1060,-200
03/05/2004,12.00.00,1,9,1048
03/05/2004,13.00.00,1,7,1051
03/05/2004,14.00.00,1,4,998
03/05/2004,15.00.00,1,5,1058
03/05/2004,16.00.00,2,4,1203
03/05/2004,17.00.00,3,9,1491
03/05/2004,18.00.00,4,2,1467
03/05/2004,19.00.00,3,7,1407
03/05/2004,20.00.00,3,2,1324
03/05/2004,21.00.00,2,1214,-200
03/05/2004,22.00.00,1,1,1016
03/05/2004,23.00.00,1,5,1135
04/05/2004,00.00.00,1,3,1065
04/05/2004,01.00.00,1,999,-200
04/05/2004,02.00.00,0,6,911
04/05/2004,03.00.00,0,4,873
04/05/2004,04.00.00,-200,881,-200
04/05/2004,05.00.00,0,6,967
04/05/2004,06.00.00,1,9,1280
04/05/2004,07.00.00,4,5,1564
04/05/2004,08.00.00,4,3,1505
04/05/2004,09.00.00,3,2,1309
04/05/2004,10.00.00,1,3,1035
04/05/2004,11.00.00,2,2,1148
04/05/2004,12.00.00,2,6,1152
04/05/2004,13.00.00,2,3,1131
04/05/2004,14.00.00,2,4,1142
04/05/2004,15.00.00,2,6,1197
04/05/2004,16.00.00,1,2,960
04/05/2004,17.00.00,1,6,1077
04/05/2004,18.00.00,3,9,1377
04/05/2004,19.00.00,4,7,1405
04/05/2004,20.00.00,5,4,1484
04/05/2004,21.00.00,3,1187,-200
04/05/2004,22.00.00,0,9,870
04/05/2004,23.00.00,1,1,932
05/05/2004,00.00.00,0,7,830
05/05/2004,01.00.00,0,5,778
05/05/2004,02.00.00,0,5,820
05/05/2004,03.00.00,0,5,842
05/05/2004,04.00.00,-200,867,-200
05/05/2004,05.00.00,0,8,927
05/05/2004,06.00.00,1,3,1060
05/05/2004,07.00.00,3,5,1440
05/05/2004,08.00.00,-200,1449,-200
05/05/2004,09.00.00,3,9,1384
05/05/2004,10.00.00,2,9,1172
05/05/2004,11.00.00,2,6,1143
05/05/2004,12.00.00,3,1167,-200
05/05/2004,13.00.00,3,7,1303
05/05/2004,14.00.00,3,9,1264
05/05/2004,15.00.00,3,5,1242
05/05/2004,16.00.00,2,4,1070
05/05/2004,17.00.00,1,6,981
05/05/2004,18.00.00,3,1198,-200
05/05/2004,19.00.00,1,6,1000
05/05/2004,20.00.00,2,1,1110
05/05/2004,21.00.00,1,8,1023
05/05/2004,22.00.00,1,1,861
05/05/2004,23.00.00,1,5,969
06/05/2004,00.00.00,1,4,898
06/05/2004,01.00.00,0,9,835
06/05/2004,02.00.00,0,5,766
06/05/2004,03.00.00,0,4,743
06/05/2004,04.00.00,-200,758,-200
06/05/2004,05.00.00,0,6,804
06/05/2004,06.00.00,1,3,948
06/05/2004,07.00.00,2,9,1204
06/05/2004,08.00.00,3,6,1231
06/05/2004,09.00.00,3,4,1176
06/05/2004,10.00.00,2,5,1043
06/05/2004,11.00.00,2,1,992
06/05/2004,12.00.00,1,1,885
06/05/2004,13.00.00,1,8,991
06/05/2004,14.00.00,3,1182,-200
06/05/2004,15.00.00,3,1,1191
06/05/2004,16.00.00,3,6,1272
06/05/2004,17.00.00,3,3,1138
06/05/2004,18.00.00,1,8,1008
06/05/2004,19.00.00,2,1,1075
06/05/2004,20.00.00,2,2,1034
06/05/2004,21.00.00,1,6,934
06/05/2004,22.00.00,0,9,883
06/05/2004,23.00.00,1,8,1021
07/05/2004,00.00.00,2,3,1059
07/05/2004,01.00.00,2,1023,-200
07/05/2004,02.00.00,0,9,855
07/05/2004,03.00.00,0,6,826
07/05/2004,04.00.00,-200,831,-200
07/05/2004,05.00.00,0,7,817
07/05/2004,06.00.00,1,5,972
07/05/2004,07.00.00,3,7,1200
07/05/2004,08.00.00,4,2,1234
07/05/2004,09.00.00,3,4,1164
07/05/2004,10.00.00,2,4,976
07/05/2004,11.00.00,1,3,844
07/05/2004,12.00.00,1,5,851
07/05/2004,13.00.00,2,2,926
